Name,Cat_H1,Cat_H2,Cat_H3,Geo,Comment,fail_satus,Lang,Tech_desc,Tech_desc_lang,Tech_applic,Tech_applic_lang,dataset_type,meanAmount,meanValue,Unit,Owner,ILCD,Emission_dict,Emission,Emission_kg
ISOVER Golvsystemskiva 32 Alu,Bygg,Isolasjon,,SE,"Allocation criteria are based on mass. The allocation of all the air emissions, wastes and energy usage are based on mass (kg). The reason we can use a mass basis is because we use the exact same manufacturing process shown for every product. We only produce glass mineral wool in the Billesholm site using the same process and therefore all the factors can be allocated by a mass basis. The amount of binder varies for different products and is accounted for as well as if different surface layers are used. A mass balance was conducted for the 2018 production year to ensure that we have not excluded any materials, emissions and hence potential environmental impacts. Regarding the mass balance, all the raw materials and corresponding production goods and wastes generated were taken into account.   The cut-off criterion used in Saint-Gobain EPD will be the mass criterion with the following details: - Taking into account all input and output flows in a unit process i.e. taking into account the value of all flows in the unit process and the corresponding LCI whenever available - No simplification of the LCI by additional exclusions of material flows Data collected at the manufacturing site was used. The inventory process in this LCA includes all data related to raw material, packaging material and consumable items, and the associated transport to the manufacturing site. Process energy and water use, direct production waste and emissions to air and water are included. Scenarios have been developed to account for downstream processes such as demolition and waste treatment in accordance with the requirements of EN 15804:2012+A1:2013 All inputs and outputs to the manufacturing plants have been included and made transparent. All assumptions regarding the materials and water balances have also been included. All hazardous and toxic materials and substances are considered in the inventory even though they are below the cut off criteria There are excluded processes in the inventory: - Flows related to human activities such as employee transport and administration activity ",No,en,Thermal resistance of the Product: 1 K.m²/W (UNE EN 12667) The thermal conductivity of the Glass wool is: 0.032 W/(m·K) at 10° (EN 14303) Reaction to fire: A2-s1;d0,en,"This EPD describes the potential environmental impacts of 1 m² of glass wool insulation, Golvsystemskiva 32 Alu, Fasadskiva 32 Alu, Duo 32 Alu och Skiva 32 A2 Alu with a thermal resistance equal to 1 K.m².W-1. The intended use of this EPD is to communicate scientifically based environmental information for construction products, for the purpose of assessing the environmental performance of buildings. ISOVER glass wool products are CE-marked according to the EN 13172 (2011) “Thermal Insulation Products – Evaluation of Conformity”, EN 13162 (2012) “Thermal insulation Products for Buildings. Factory made mineral wool (MW) Products. Specification” and EN 14303 “Thermal insulation products for building equipment and industrial installations. Factory made mineral wool (MW) products. Specification”. The production site of Saint-Gobain Sweden AB, ISOVER in Billesholm, uses a small amount of natural and abundant raw materials (sand, soda, limestone, feldspar) and high share of recycled glass cullets (more than 50% post-consumer recycled content of the glass). This material is converted by using fusion and fiberizing techniques to produce glass wool. The products obtained come in the form of a glass wool pipe section. On Earth, naturally, the best insulator is dry immobile air at 10°C: its thermal conductivity factor, expressed in ?, is 0.025 W/(m.K) (watts per meter Kelvin degree). The thermal conductivity of mineral wool at 10°C is close to immobile air as its lambda varies from 0.030 W/(m.K) for the most efficient to 0.040 W/(m.K). For technical insulation the thermal conductivity is declared for different temperatures. With its entangled structure, glass wool is a porous material that traps the air, making it one of the best insulating materials. The porous and elastic structure of the wool also absorbs noise in the air and offers acoustic correction inside premises. Glass wool mainly containing incombustible materials and does not react to fire. Glass wool insulation is used in buildings as well as industrial facilities. It ensures a high level of comfort, minimizes carbon dioxide (CO2) emissions by preventing heat losses through roofs, walls, floors, pipes and boilers. It reduces noise and protects homes and industrial facilitiesagainstfire. Correctly installed glass wool products and solutions do not require maintenance and last throughout the lifetime of the building (which is set at 60 years as a default value in the model), or as long as the insulated building component is a part of the building.  Glass wool 90-95% (REACH registration number 01-2119472313-44-0041) Binder 0-10% Description of the main components and/or materials for 1 m² of product with a thermal resistance of 1 K.m2 .W-1 a thickness of 32 mm for the calculation of the EPD®: PARAMETER VALUE (per functional unit) Quantity of wool for 1 m² of product 1.36 kg Thickness of wool 32 mm Surfacing Aluminum foil 85.0 g/m² Packaging for the transportation and distribution Polyethylene: 30.9 g/m² Wood pallet: 269.0 g/m² Label: 0.135 g/m² Product used for the Installation None",en,specific dataset,1.0,1.0,Square meter,"Saint-Gobain Sweden AB, ISOVER",e16d3d61-b2dc-4045-8048-4a25d45cff60_00.04.001.xml,"{'A1-A3': 2.24, 'A4': 0.073, 'A5': 0.122, 'C2': 0.0071, 'C4': 0.0837}",2.24,2.24
ROCKWOOL® Flexibatts 36 stone wool thermal insulation For the Finnish market ,Bygg,Isolasjon,,DK,"All data represents the applicable geography, time and technology for the specific and generic data, generally assessed as good and very good. Primary data are collected from respective production sites in Doense and Vamdrup, Denmark, in the reference year 2021 and represent stabilized production. Generic data is from GaBi database (version 2021) with GaBi Software version 10.0.1.92.   The allocation is made in accordance with the provisions of EN 15804+A2. Production activities, electricity and energy consumption and waste generation are allocated equally among all products from the production site through mass allocation.   All major raw materials and all the essential energy are included. All hazardous materials and substances are considered in the inventory. Data sets within the system boundary are complete and fulfil criteria for the exclusion of inputs and output criteria. All data, materials and energy consumptions have been specified according to the production data and have been considered within the inventory analysis.  ",No,en,"For the products covered by this EPD, the performance data are in accordance with the declaration of performance with respect to its essential characteristics according to EN 13162:2012+A1:2015, ""Thermal insulation products for buildings – Factory made mineral wool (MW) products – Specification"". A full overview of the technical specifications can be found on www.rockwool.com/dk Declared Performance Norms Thermal conductivity 0,036 W/mK EN 12939 and EN 12667 Fire class A1 EN 13501-1:2007+ A1:2009",en,"This EPD documents the potential environmental impacts of 1m2 of ROCKWOOL® Flexibatts 36 stone wool insulation with a thermal resistance (R-value) equal to 1 m2K/W. The intended use of the EPD is to communicate quantified environmental impacts of construction products for application in the assessment of the environmental performance of buildings. ROCKWOOL® stone wool thermal insulation is a durable and firesafe insulation material that can be used to insulate against heat, cold, fire, vibrations and noise. ROCKWOOL stone wool products are fully recyclable, and old stone wool from demolition and renovation sites as well as cut-offs from construction sites are being used as raw material for the production of new products. Stone wool can be recycled through our take back system for closed loop recycling – Rockcycle. Other materials utilised in the production of ROCKWOOL® stone wool are by-products from other industries. Flexibatts 36 is used to insulate wall structures, top bottoms, crooked ceilings and floors. The product is suitable for thermal insulation of all buildings. The ROCKWOOL Flexibatts assortment has a built in flex-zone which secures installations with no airgaps. ROCKWOOL® stone wool is a non-combustible material that does not react to fire. Stone wool’s built-in fire protection is natural and not dependent on flame retardants. Stone wool withstands temperatures exceeding 1,000 degrees Celsius, and retains its fire performance throughout its lifetime. The insulation properties of stone wool is primarily achieved by the immobile air within in the open structure of the product. Therefore, the declared insulation property will remain constant for the declared lifetime of the product. This also allows the product to absorb noise and sounds and contribute to a better indoor acoustic climate. ROCKWOOL® stone wool fibres are proven to be safe to manufacture, install and live with. Health and safety installation instructions shall always be followed. ROCKWOOL® stone wool fibres comply with the European REACH regulation and do not have any health-related classifications or negative impact on the indoor environment. The packaging is included in the assessment.   The average composition used for this EPD is calculated based on average factory consumption figures for raw materials. The raw materials are mainly non-scarce stones, and resin binder. Materials % Mineral Wool > 95% De-duster and water repellence oil <1% Binder <5%",en,specific dataset,1.0,1.0,Square meter,ROCKWOOL,e9034046-87d2-4e7a-bdca-a13f2350618a_00.03.001.xml,"{'A1-A3': 0.000451, 'A4': 0.000371, 'A5': 1.76e-05, 'C1': 0.0, 'C2': 3.05e-05, 'C3': 0.0, 'C4': 5.33e-05, 'D': -2.53e-06}",0.000451,0.000451
ROCKWOOL® stone wool thermal insulation General Building Insulation products for the Norwegian market ,Bygg,Isolasjon,,DK,"All data represents the applicable geography, time and technology for the specific and generic data, generally assessed as good and very good. Primary data are collected from respective production sites in Moss and Trondheim, Norway, in the reference year 2021 and represent stabilized production. Generic data is from GaBi database (version 2021) with GaBi Software version 10.0.1.92.   The allocation is made in accordance with the provisions of EN 15804+A2. Production activities, electricity and energy consumption and waste generation are allocated equally among all products from the production site through mass allocation.    All major raw materials and all the essential energy are included. All hazardous materials and substances are considered in the inventory. Data sets within the system boundary are complete and fulfil criteria for the exclusion of inputs and output criteria. All data, materials and energy consumptions, have been specified according to the production data and have been considered within the inventory analysis  ",No,en,"For the products covered by this EPD, the performance data are in accordance with the declaration of performance with respect to its essential characteristics according to EN 13162:2012+A1:2015, ""Thermal insulation products for buildings – Factory made mineral wool (MW) products – Specification"". A full overview of the technical specifications can be found on www.rockwool.com/no Declared Performance Norms Thermal conductivity 0,033-0,043 W/mK EN 12939 and EN 12667 Fire class A1, A2-s1,d0 or NPD (NPD=No performance declared) EN 13501-1:2007+ A1:2009  ",en,"This EPD documents the potential environmental impacts of 1m2 of ROCKWOOL® stone wool insulation with a thermal resistance (R-value) equal to 1 m2K/W. The intended use of the EPD is to communicate quantified environmental impacts of construction products for application in the assessment of the environmental performance of buildings. ROCKWOOL® stone wool thermal insulation is a durable and firesafe insulation material that can be used to insulate against against heat, cold, fire, vibrations and noise. ROCKWOOL® stone wool is made primarily from abundantly available volcanic rock, an increasing proportion of recycled ROCKWOOL® stone wool and a cured resin binder. Other materials utilised in the production of ROCKWOOL® stone wool are by-products sourced from other industries. Since 2012, ROCKWOOL® has been offering a take back system for closed loop recycling – Rockcycle. The products covered by this declaration are General Building Insulation (GBI) products produced for the Norwegian market. The unfaced and uncoated synthetic resin-bonded stone wool materials described in this declaration are produced in the form of batts, slabs or rolls for use in building applications in the density range from 28 up to 155 kg/m³. ROCKWOOL® stone wool is a non-combustible material that does not react to fire. Stone wool’s built-in fire protection is natural and not dependent on flame retardants. Stone wool withstands temperatures exceeding 1,000 degrees Celsius, and retains its fire performance throughout its lifetime. The insulation properties of stone wool are primarily achieved by the immobile air within in the open structure of the product. Therefore, the declared insulation property will remain constant for the declared lifetime of the product. This also allows the product to absorb noise and sounds and contribute to a better indoor acoustic climate. ROCKWOOL® stone wool fibres are proven to be safe to manufacture, install and live with. Health and safety installation instructions shall always be followed. ROCKWOOL® stone wool fibres comply with the European REACH regulation and do not have any health-related classifications or negative impact on the indoor environment. The packaging is included in the assessment. Information on the environmental impacts of facings, e.g. glass fleece or aluminium can be found in the relevant Appendix. Where applicable, environmental indicators values from facings should be added.   The average composition used for this EPD is calculated based on average factory consumption figures for raw materials. The raw materials are mainly non-scarce stones, and resin binder. Materials % Mineral Wool > 95% De-duster and water repellence oil <1% Binder <5%",en,specific dataset,1.0,1.0,Square meter,ROCKWOOL,ba1ac1ea-d54b-4039-b03a-b05afc6ae1a6_00.03.001.xml,"{'A1-A3': 0.000268, 'A4': 0.000345, 'A5': 1.84e-05, 'C1': 0.0, 'C2': 2.79e-05, 'C3': 0.0, 'C4': 4.88e-05, 'D': -3.11e-06}",0.000268,0.000268
ISOVER SC Roll 16 Alu1,Bygg,Isolasjon,,FI,"Allocation criteria are based on mass. The allocation of all the air emissions, wastes and energy usage are based on mass (kg). The reason we can use a mass basis is because we use the exact same manufacturing process shown for every product. We only produce glass mineral wool in the Hyvinkää and Forssa sites using the same process and therefore all the factors can be allocated by a mass basis. The amount of binder varies for different products and is accounted for as well as if different surface layers are used. A mass balance was conducted for the 2018 production year to ensure that we have not excluded any materials, emissions and hence potential environmental impacts. Regarding the mass balance, all the raw materials and corresponding production goods and wastes generated were taken into account.   The cut-off criterion used in Saint-Gobain EPD will be the mass criterion with the following details: - Taking into account all input and output flows in a unit process i.e. taking into account the value of all flows in the unit process and the corresponding LCI whenever available - No simplification of the LCI by additional exclusions of material flows Data collected at the manufacturing site was used. The inventory process in this LCA includes all data related to raw material, packaging material and consumable items, and the associated transport to the manufacturing site. Process energy and water use, direct production waste and emissions to air and water are included. Scenarios have been developed to account for downstream processes such as demolition and waste treatment in accordance with the requirements of EN 15804:2012+A1:2013 All inputs and outputs to the manufacturing plants have been included and made transparent. All assumptions regarding the materials and water balances have also been included. All hazardous and toxic materials and substances are considered in the inventory even though they are below the cut off criteria There are excluded processes in the inventory: - Flows related to human activities such as employee transport and administration activity. ",No,en,"The thermal resistance of the product: 1.00 m²K/W The thermal conductivity of the product: 0.037 W/(mK) Product density: 16,0 kg/m3",en,"This EPD describes the potential environmental impacts of 1 m² of glass wool insulation, ISOVER SC Roll 16 Alu1, with a thermal resistance equal to 1.00 m2K/W The intended use of this EPD is to communicate scientifically based environmental information for construction products, for the purpose of assessing the environmental performance of buildings. ISOVER glass wool products are CE-labelled according to EN 14303 (2009) “Thermal Insulation Products for Building Equipment and Industrial Installations. Factory made mineral wool (MW) Products. Specification”, and EN 13172 (2012) “Thermal Insulation Products – Evaluation of Conformity” The production site of Saint-Gobain Finland Oy / ISOVER in Forssa Finland, use a small amount of natural and abundant raw materials (sand, soda, limestone, feldspar) and a high share of recycled glass cullets (more than 70 % of external glass cullets). This material is converted by using fusion and fiberizing techniques to produce glass wool. The products obtained come in the form of ""mineral wool slabs, rolls or lamellas"" consisting of a soft, airy structure. On Earth, naturally, the best insulator is dry immobile air at 10 °C: its thermal conductivity factor, expressed in ?, is 0.025 W/(mK) (watts per meter Kelvin degree). The thermal conductivity of mineral wool is close to immobile air as its lambda varies from 0.030 W/(mK) for the most efficient, to 0.040 W/ (mK) to the least efficient. With its entangled structure, glass wool is a porous material that traps the air, making it one of the best insulating materials. The porous and elastic structure of the wool also absorbs airborne noise, impact noise and offers acoustic correction inside premises. Glass wool containing incombustible materials does not react to fire. Glass wool insulation is used in buildings as well as industrial facilities. It ensures a high level of comfort and minimizes carbon dioxide (CO2) emissions by preventing heat loss through roofs, walls, floors, pipes and boilers. It reduces noise and protects homes and industrial facilities against fire. Correctly installed glass wool products and solutions do not require maintenance and last throughout the lifetime of the building (which is set at 60 years as a default value in the model), or as long as the insulated building component is a part of the building.  Mineral wool 90-95 % (REACH registration number 01-2119472313-44-0039) Binder 0-10 % PARAMETER VALUE Quantity of mineral wool 592 g Thickness of mineral wool 37 mm Surfacing Aluminum 60,7 g/m2 Packaging for the transportation and distribution Polyethylene 10,0 g/m2 Paper 17,1 g/m2 Wood 39,2 g/m2 Product used for the Installation None",en,specific dataset,1.0,1.0,Square meter,Saint-Gobain Finland Oy / ISOVER,cd270645-96c2-4df2-9c5e-c4079b196621_00.03.001.xml,"{'A1-A3': 0.844, 'A4': 0.0463, 'A5': 0.0183, 'C2': 0.00402, 'C4': 0.0487}",0.844,0.844
Isola Isokraft Xtreme,,,,NO,"Data quality: Specific data for the product composition are provided by the manufacturer. They represent the production of the declared product and were collected for EPD development in the year of study. Background data is based on registered EPDs according to EN 15804, Ostfold Research databases, ecoinvent and other LCA databases. The data quality of the raw materials in A1 is presented in the table below.   Allocation: The allocation is made in accordance with the provisions of EN 15804. Incoming energy and water and waste production in-house is allocated equally among all products through mass allocation. Effects of primary production of recycled materials is allocated to the main product in which the material was used. The recycling process and transportation of the material is allocated to this analysis.  Cut-off criteria: All major raw materials and all the essential energy is included. The production processes for raw materials and energy flows with very small amounts (less than 1%) are not included. These cut-off criteria do not apply for hazardous materials and substances. ",No,en,"Weight: 2,1 kg/m² Thickness: 1,8 mm",en,"This is a product specific EPD for Isola Isokraft Xtreme. Isokraft Xtreme is a underlay for roof waterproofing for pitched roofs, new built and for rehabilitation. The product is made of natural bitumen free of tar, combined with thermoplastic elastomer, natural filler and sprinkle for UV protection and micrometer-thin foil. Raw materials are mixed separately at a specific range of temperature and successively reinforced with polyester fleece or glass mat  by impregnation. After calendaring and cooling, the roofing sheet is  finished with light weight plastic films or slate granules. Products have tacky edges to ensure a continuous water protecting layer, these edges are protected by siliconized PE, PP or PET films.",en,specific dataset,1.0,1.0,Square meter,Isola AS,9d037ce2-6540-432c-8777-89e1795df067_00.02.001.xml,"{'A1-A3': 1.251332897452, 'A4': 0.103301026272, 'A5': 0.118896233365, 'B4': 0.68755084631, 'C2': 0.02926862411, 'C3': 4.933824, 'C4': 0.000668556, 'D': -0.33384480189}",1.251332897452,1.2513329
Isotekk 5200 SEP,Bygg,"Takbelegg, membraner",,NO,"Data quality: Specific data for the product composition are provided by the manufacturer. They represent the production of the declared product and were collected for EPD development in the year of study. Background data is based on registered EPDs according to EN 15804, Ostfold Research databases, ecoinvent and other LCA databases. The data quality of the raw materials in A1 is presented in the table below.   Allocation: The allocation is made in accordance with the provisions of EN 15804. Incoming energy and water and waste production in-house is allocated equally among all products through mass allocation. Effects of primary production of recycled materials is allocated to the main product in which the material was used. The recycling process and transportation of the material is allocated to this analysis.  Cut-off criteria: All major raw materials and all the essential energy is included. The production processes for raw materials and energy flows with very small amounts (less than 1%) are not included. These cut-off criteria do not apply for hazardous materials and substances. ",No,en,"Weight: 5,2 kg/m² Thickness: 4,1 mm",en,"This is a product specific EPD for Isola Isotekk 5200. Isotekk 5200 is a one-layer roofing sheet for sloping and flat roofs, new built and rehabilitation. The product is made of natural bitumen free of tar, combined with thermoplastic elastomer, natural filler and sprinkle for UV protection and micrometer-thin foil. Raw materials are mixed separately at a specific range of temperature and successively reinforced with polyester fleece or glass mat  by impregnation. After calendaring and cooling, the roofing sheet is  finished with light weight plastic films or slate granules. Products have tacky edges to ensure a continuous water protecting layer, these edges are protected by siliconized PE, PP or PET films.",en,specific dataset,1.0,1.0,Square meter,Isola AS,9eb16214-47de-4507-9862-41a92a8ce8ea_00.03.002.xml,"{'A1-A3': 2.99399406888, 'A4': 0.24868765584, 'A5': 0.775549873349, 'B4': 0.68755084631, 'C2': 0.24868765584, 'C3': 12.20024956352, 'C4': 0.04368, 'D': -0.844722594034}",2.99399406888,2.993994
Mestertekk Kombi,Bygg,"Takbelegg, membraner",,NO,"Data quality: Specific data for the product composition are provided by the manufacturer. They represent the production of the declared product and were collected for EPD development in the year of study. Background data is based on registered EPDs according to EN 15804, Ostfold Research databases, ecoinvent and other LCA databases. The data quality of the raw materials in A1 is presented in the table below.   Allocation: The allocation is made in accordance with the provisions of EN 15804. Incoming energy and water and waste production in-house is allocated equally among all products through mass allocation. Effects of primary production of recycled materials is allocated to the main product in which the material was used. The recycling process and transportation of the material is allocated to this analysis.  Cut-off criteria: All major raw materials and all the essential energy is included. The production processes for raw materials and energy flows with very small amounts (less than 1%) are not included. These cut-off criteria do not apply for hazardous materials and substances. ",No,en,"Weight: 5,2 kg/m² Thickness: 4,1 mm",en,"This is a product specific EPD for Isola Mestertekk kombi. Mestertekk kombi is a one-layer roofing sheet for sloping and flat roofs, new built and rehabilitation. The product is made of natural bitumen free of tar, combined with thermoplastic elastomer, natural filler and sprinkle for UV protection and micrometer-thin foil. Raw materials are mixed separately at a specific range of temperature and successively reinforced with polyester fleece or glass mat  by impregnation. After calendaring and cooling, the roofing sheet is  finished with light weight plastic films or slate granules. Products have tacky edges to ensure a continuous water protecting layer, these edges are protected by siliconized PE, PP or PET films.",en,specific dataset,1.0,1.0,Square meter,Isola AS,b9b5a86e-c51c-49e8-a0df-484d828ffe0e_00.04.002.xml,{'A1-A3': 2.99399406888},2.99399406888,2.993994
ArcelorMittal Construction Promirock N ,Bygg,"Stål-, aluminiumskonstruksjoner",,SE,Data quality: Specific data for the product composition are provided by the manufacturer. The data represent the production of the declared product and were collected for EPD development in the year of study. Background data is based on EPDs according to EN 15804 and different LCA databases. The data quality of the raw materials in A1 is presented in the table below.  Allocation: The allocation is made in accordance with the provisions of EN 15804. Incoming energy and water and waste production in-house is allocated equally among all products through mass allocation. Effects of primary production of recycled materials is allocated to the main product in which the material was used. The recycling process and transportation of the material is allocated to this analysis.  Cut-off criteria: All major raw materials and all the essential energy is included. The production processes for raw materials and energy flows with very small amounts (less than 1%) are not included. These cut-off criteria do not apply for hazardous materials and substances. ,No,en,Promirock N sandwich panels fulfills the requirement of the harmonized standard EN 14509 and EN 13162.,en,"Promirock N from ArcelorMittal Construction Sverige AB is a double skin, organic coated steel faced sandwich panel solution with a core of mineral wool. The EPD contains several different panel types: Promirock N85 and Promirock N125. Promirock N sandwich panels can be used for facades, inner walls / partition walls and ceiling applications in buildings, such as industrial, warehouse, commercial or sports facilities. With a wide choice of coatings the panels even can be used for food industry application and buildings with high demand for cleanliness. Promirock N double skin steel faced sandwich panels consists of a profiled internal and external face made of a steel core according to EN 10346, Steel grade from S280 GD to S350 GD, which is protected against corrosion with Zinc or Zinc-Magnesium and organic coatings (Polyester or equivalent coating). The thermal insulating core material is made of mineral wool according to EN 13162 with sealing tapes and is bonded with a non-combustible adhesive according to EN 13501-1 to both sides of the steel sheets. Promirock N sandwich panels are manufactured in different thicknesses between 100-300mm in two different mineral wool densities.  Promirock N sandwich panels can be used as normal or fire-resistant facade, inner walls / partition walls and ceiling applications. The products are wrapped to protect them during handling and loading.  Packaging A typical bundle with sandwich panels consists of EPS spacer, honeycomb cardboard, a plastic wrapping foil and corner pads made of cardboard if required. Sandwich panel facings are protected with a plastic strip foil (PE) to protect the steel facings from mechanical damage during loading, unloading, storage and installation. Packaging material is recycable or alternatively utilised as waste to energy. Packaging materials are sorted at construction sites according to local regulations by the customer.",en,specific dataset,1.0,1.0,Square meter,ArcelorMittal Construction Norge AS,c055096f-b610-4bab-8457-e24728fde344_00.03.000.xml,"{'A1-A3': 1.184705193639, 'A4': 0.218887758551, 'A5': 0.0, 'C1': 99.881167268932, 'C2': 0.245272293026, 'C3': 0.0, 'C4': 0.0, 'D': -9.206440215}",1.184705193639,1.1847051
Norgips Windliner-X/Utvendig-X type EH2 (GU-X) ,,,,NO,"The manufactring data for Norgips was collected in 2019 and represents an average for 2018. Other data are from ecoinvent v3.5, released in 2018, but with some changes to improve representativeness.  The allocation is made in accordance with the provisions of EN 15804. Energy use is sub-divided between different process and allocated with physical relationships to the different types of boards. Packaging, water use and waste production is allocated equally among all products through mass allocation. Effects of primary production of recycled materials allocated to the main product in which the material was used. The recycling process and transportation of the material is allocated to this analysis  All major raw materials and all the essential energy is included. The production process for raw materials and energy flows that are included with very small amounts (<1%) are not included. This cut-off rule does not apply for hazardous materials and substances ",No,en,"The product is in compliance with EN 520 Weight: 7,2 kg/m2  ± 2 %, Thickness: 9,5 mm ± 0.5 mm For more information from the product data sheet, see  www.norgips.se / www.norgips.no ",en,"Gypsum plasterboard composed of a plaster core encased in and firmly bonded to paper liners. The front and back paper liners are overlapped and glued together on the backside of the board. The front paper, colored in red, is impregnated with a natural preservative that makes the surface water repellent. For use as wind sheathing board and wind bracing Gypsum board is produced in various width and length, but at the same thickness and it is therefore no variations of the product per square meter.",en,specific dataset,1.0,1.0,Square meter,Norgips AS,cace8358-68c1-4d91-b31d-f8c5b912d46a_00.02.001.xml,"{'A1-A3': 1.56, 'A4': 0.214, 'A5': 0.358, 'C1': 1.07e-05, 'C2': 0.0473, 'C3': 0.029, 'C4': 1.11, 'D': 0.0195}",1.56,1.56
ISOVER Facadekoncept Plade 38,Bygg,Isolasjon,,DK,"Influence of particular thicknesses The results in the tables of this EPD refer to ISOVER Facadekoncept Plade 38 with a thickness of 38 mm for a functional unit of 1 m² with a thermal resistance equals to 1,00 m2K/W This EPD includes a range of thicknesses between 120 mm and 200 mm. For every thickness, use a multiplication factor in order to obtain the environmental performance of every thickness. Using the thickness factor will for some indicators give higher values than calculated for the specific thickness in GaBi. In order to calculate the multiplication factors, a reference unit has been selected (value of R= 1,00 m2K/W for 38 mm). Multiplication factors are obtained by making the LCA calculations for all thicknesses, including packaging. In order to obtain the environmental performance associated with the specific product and thickness, the results expressed in this EPD must be multiplied by its corresponding multiplication factor. PRODUCT THICKNESS | THERMAL RESISTANCE | MULTIPLICATION FACTOR 38                | 1,00               | 1,00 120               | 3,16               | 3,19 150               | 3,95               | 3,88 180               | 4,74               | 4,65 200               | 5,26               | 5,18 Influence of transportation to others countries The results of stage A4 (transportation of product) in the table of this EPD refer to transportation in Denmark. This product might also be delivered to the countries in the table below. In order to adapt the impact of transportation in the A4 column, figures from the current EPD shall be multiply by the multiplication factors below. COUNTRY | AVERAGE DISTANCE             | MULTIPLICATION FACTOR Denmark | 125 km (truck)               | 1.00 Norway  | 777 km (truck) 100 km (boat) | 6,36 Sweden  | 761 km (truck), 10 km (boat) | 6,11 Finland | 389 (truck), 1225 km (boat)  | 4,77 Transport include transportation to ISOVER plant, and average distance from plant to building site  Allocation criteria are based on mass. The allocation of all the air emissions, wastes and energy usage are based on mass (kg). The reason we can use a mass basis is because we use the exact same manufacturing process shown for every product. We only produce glass mineral wool at the Vamdrup site using the same process and therefore all the factors can be allocated by a mass basis. The amount of binder varies for different products, and is accounted for. A mass balance was conducted for the 2018 production year to ensure that we haven’t excluded any materials, emissions and hence potential environmental impacts. Regarding the mass balance, all the raw materials and corresponding production goods and wastes generated were taken into account.  The cut-off criterion used in Saint-Gobain EPD will be the mass criterion with the following details: - Taking into account all input and output flows in a unit process i.e. taking into account the value of all flows in the unit process and the corresponding LCI whenever available - No simplification of the LCI by additional exclusions of material flows Data collected at the manufacturing site was used. The inventory process in this LCA includes all data related to raw material, packaging material and consumable items, and the associated transport to the manufacturing site. Process energy and water use, direct production waste and emissions to air and water are included. Scenarios have been developed to account for downstream processes such as demolition and waste treatment in accordance with the requirements of EN 15804:2012+A1:2013 All inputs and outputs to the manufacturing plants have been included and made transparent. All assumptions regarding the materials and water balances have also been included. All hazardous and toxic materials and substances are considered in the inventory even though they are below the cut off criteria. There are excluded processes in the inventory: - Flows related to human activities, such as employee transport and administration activity, are according to the PCR not accounted for.  ",No,en,"The thermal resistance of the product: 1,00 m2K/W The thermal conductivity of the product: 0,038 W/(mK) Reaction to fire: Euroclass A2-s1, d0 ",en,"This EPD describes the potential environmental impacts of 1 m² of glass wool insulation, ISOVER Facadekoncept Plade 38, with a thermal resistance equal to 1,00 m2K/W The intended use of this EPD is to communicate scientifically based environmental information for construction products, for the purpose of assessing the environmental performance of buildings. ISOVER glass wool products are CE-labelled according to EN 13162 (2012) “Thermal Insulation Products for Buildings. Factory made mineral wool (MW) Products. Specification”, and EN 13172 (2011) “Thermal Insulation Products – Evaluation of Conformity” The production site of Saint-Gobain Denmark A/S, ISOVER in Vamdrup, Denmark, uses a small amount of natural and abundant raw materials (sand, soda, limestone, feldspar) and a high share of recycled glass cullets (more than 50 % of external glass cullets). This material is converted by using fusion and fiberizing techniques to produce glass wool. The products obtained come in the form of ""mineral wool slabs, rolls or lamellas"" consisting of a soft, airy structure. On Earth, naturally, the best insulator is dry immobile air at 10 °C: its thermal conductivity factor, expressed in ?, is 0,025 W/(mK) (watts per meter Kelvin degree). The thermal conductivity of mineral wool is close to immobile air as its lambda varies from 0,030 W/(mK) for the most efficient, to 0,040 W/ (mK) to the least efficient. With its entangled structure, glass wool is a porous material that traps the air, making it one of the best insulating materials. The porous and elastic structure of the wool also absorbs airborne noise, impact noise and offers acoustic correction inside premises. Glass wool containing incombustible materials does not react to fire. Glass wool insulation is used in buildings as well as industrial facilities. It ensures a high level of comfort and minimizes carbon dioxide (CO2) emissions by preventing heat loss through roofs, walls, floors, pipes and boilers. It reduces noise and protects homes and industrial facilities against fire. Correctly installed glass wool products and solutions do not require maintenance, and last throughout the lifetime of the building (which is set at 60 years as a default value in the model), or as long as the insulated building component is a part of the building.  Mineral wool 92-100 % (REACH registration number 01-2119472313-44-0039) Binder = 8 % Description of the main components and/or materials for 1 m2 of product with a thermal resistance of 1 m2K/W for the calculation of the EPD: PARAMETER VALUE Quantity of mineral wool 3 kg Thickness of mineral wool 38 mm Surfacing None Packaging for the transportation and distribution Polyethylene with and without print: 43 g/m² Wood pallet: 222 g/m² Product used for the Installation None",en,specific dataset,1.0,1.0,Square meter,"Saint-Gobain Denmark A/S, ISOVER",b6bf2cb1-6616-45a8-82fa-81f9abb64e1b_00.03.001.xml,"{'A1-A3': 2.26, 'A4': 0.0321, 'A5': 0.002, 'C2': 0.0174, 'C4': 0.047}",2.26,2.26
